title,abstract
Collaborative Research: Emerging Cultures of Data Science Ethics in the Academy and Industry,"the 'big data' era has created new scientific roles in the form of 'data scientists' - specialized information knowledge workers who apply technical and research skills to derive knowledge from large-scale databases. concomitant with the creation of these new roles, however, has been the rise of high-profile controversies around the potential abusive use of big data and of the algorithms whose creation they enable. this project thus focuses on 'data science ethics' and works to understand how to best cultivate a culture of ethics in data science. it will assess the state, structure, and substance of data ethics in both educational and industrial contexts. within the academic sector, the project will conduct interviews with faculty and undergraduates and analyze relevant syllabi to develop an account of what constitutes data ethics in the academy. comparing these data across faculty and disciplines will show major areas of agreement and disagreement over what data ethics education should entail. within the industrial sector, the project will research how data ethics are beginning to figure into corporate practice and study how companies define data ethics and attempt to integrate ethical considerations into everyday work. data will come from in-depth interviews with those in industry and analyses of corporate documents from companies that have made public commitments to addressing data ethics. the pis would then compare data and findings from across these two contexts to identify commonalities, differences, and useful strategies for advancing data ethics across social contexts and professional sectors. this project will draw together a diverse group of researchers who in collaboration with educators and data science practitioners will: (1) document and assess barriers and opportunities for integrating ethics into data science practice; (2) assess the continuities and discontinuities emerging between industrial and academic contexts; and (3) develop a foundation for cohesive, comprehensive, integrative data ethics education. the investigators will use a range of complementary methods to do so, including qualitative interviews, expert judgement, and quantitative computational analyses of the latent thematic and topical structure of documents from academia and industry. project outcomes and findings will be disseminated through conferences, journals, and through holding a synthetic workshop after the completion of data collection and analysis."
Standard: Collaborative Research: Emerging Cultures of Data Science Ethics in the Academy and Industry,"the 'big data' era has created new scientific roles in the form of 'data scientists' - specialized information knowledge workers who apply technical and research skills to derive knowledge from large-scale databases. concomitant with the creation of these new roles, however, has been the rise of high-profile controversies around the potential abusive use of big data and of the algorithms whose creation they enable. this project thus focuses on 'data science ethics' and works to understand how to best cultivate a culture of ethics in data science. it will assess the state, structure, and substance of data ethics in both educational and industrial contexts. within the academic sector, the project will conduct interviews with faculty and undergraduates and analyze relevant syllabi to develop an account of what constitutes data ethics in the academy. comparing these data across faculty and disciplines will show major areas of agreement and disagreement over what data ethics education should entail. within the industrial sector, the project will research how data ethics are beginning to figure into corporate practice and study how companies define data ethics and attempt to integrate ethical considerations into everyday work. data will come from in-depth interviews with those in industry and analyses of corporate documents from companies that have made public commitments to addressing data ethics. the pis would then compare data and findings from across these two contexts to identify commonalities, differences, and useful strategies for advancing data ethics across social contexts and professional sectors. this project will draw together a diverse group of researchers who in collaboration with educators and data science practitioners will: (1) document and assess barriers and opportunities for integrating ethics into data science practice; (2) assess the continuities and discontinuities emerging between industrial and academic contexts; and (3) develop a foundation for cohesive, comprehensive, integrative data ethics education. the investigators will use a range of complementary methods to do so, including qualitative interviews, expert judgement, and quantitative computational analyses of the latent thematic and topical structure of documents from academia and industry. project outcomes and findings will be disseminated through conferences, journals, and through holding a synthetic workshop after the completion of data collection and analysis."
Collaborative Research: Standard: Emerging Cultures of Data Science Ethics in the Academy and Industry,"the 'big data' era has created new scientific roles in the form of 'data scientists' - specialized information knowledge workers who apply technical and research skills to derive knowledge from large-scale databases. concomitant with the creation of these new roles, however, has been the rise of high-profile controversies around the potential abusive use of big data and of the algorithms whose creation they enable. this project thus focuses on 'data science ethics' and works to understand how to best cultivate a culture of ethics in data science. it will assess the state, structure, and substance of data ethics in both educational and industrial contexts. within the academic sector, the project will conduct interviews with faculty and undergraduates and analyze relevant syllabi to develop an account of what constitutes data ethics in the academy. comparing these data across faculty and disciplines will show major areas of agreement and disagreement over what data ethics education should entail. within the industrial sector, the project will research how data ethics are beginning to figure into corporate practice and study how companies define data ethics and attempt to integrate ethical considerations into everyday work. data will come from in-depth interviews with those in industry and analyses of corporate documents from companies that have made public commitments to addressing data ethics. the pis would then compare data and findings from across these two contexts to identify commonalities, differences, and useful strategies for advancing data ethics across social contexts and professional sectors. this project will draw together a diverse group of researchers who in collaboration with educators and data science practitioners will: (1) document and assess barriers and opportunities for integrating ethics into data science practice; (2) assess the continuities and discontinuities emerging between industrial and academic contexts; and (3) develop a foundation for cohesive, comprehensive, integrative data ethics education. the investigators will use a range of complementary methods to do so, including qualitative interviews, expert judgement, and quantitative computational analyses of the latent thematic and topical structure of documents from academia and industry. project outcomes and findings will be disseminated through conferences, journals, and through holding a synthetic workshop after the completion of data collection and analysis."
Collaborative Research: FW-HTF: Augmented Cognition for Teaching: Transforming Teacher Work with Intelligent Cognitive Assistants,"the future of work at the human-technology frontier (fw-htf) is one of 10 new big ideas for future investment announced by nsf. the fw-htf cross-directorate program aims to respond to the challenges and opportunities of the changing landscape of jobs and work by supporting convergent research. this award fulfills part of that aim. k-12 stem teachers are critical to the us economy. with investments in teaching quality representing enormous economic value, the quality of education has been identified as a significant determinant of gross domestic product economic growth. however, the us teacher workforce is experiencing a crisis: teacher demand exceeds supply at every level, and attrition is extraordinarily high for new teachers. further, while stem teaching represents one of the areas of highest need, stem teachers leave the profession at high rates. these developments call for innovative workforce augmentation technologies to improve k-12 stem teachers' performance and quality of work-life. to address this critical national need, the project will investigate how intelligent cognitive assistants for teachers can transform teacher work to significantly increase teacher performance and teacher quality of work-life. the project centers on the design, development, and evaluation of the intelligent augmented cognition for teaching (i-act) framework for intelligent cognitive assistants for teachers. with a focus on assisting k-12 stem teachers in technology-rich inquiry teaching that supports collaborative, problem-based stem learning, i-act cognitive assistants provide teachers with (1) prospective pedagogical guidance (preparation support preceding classroom teaching), (2) concurrent pedagogical guidance (real-time support during classroom teaching), and (3) retrospective pedagogical guidance (reflection support within a community of practice following classroom teaching). the project will culminate with an experiment conducted with a fully implemented version of i-act in public middle schools in north carolina and indiana. the project realizes its objective through two primary thrusts. first, the research team will design and develop i-act cognitive assistants for k-12 stem teachers and test them in public school classrooms. utilizing ai-based multimodal learning analytics and a social constructivist theory of pedagogy, i-act cognitive assistants use machine-learned models of teacher orchestration to provide guidance throughout the full teaching workflow. i-act cognitive assistants operate in a tight feedback loop in which collected data will drive successive iterations of machine learning to train refined teacher support models for improved i-act cognitive assistant functionalities. second, the research team will investigate how i-act cognitive assistants improve k-12 stem teacher performance and teacher quality of work-life. the team will conduct focus groups, case studies, semi-structured interviews, and observations of teachers using i-act cognitive assistants in school implementations with middle school science teachers at the project's partner schools. the team will also conduct quasi-experimental studies to determine i-act impact on teacher performance and quality of work-life."
"Collaborative Research: The Role of Information & Influence Campaigns in Structuring Public Responses to U.S. policy, 1988 - 2015","collaborative research: the role of information & influence campaigns in structuring public responses to u.s. policy, 1988-2015 there is a growing consensus that public debate has been transformed through the increased use of information and influence campaigns (iics) by a range of organizations to affect political decision-making around a variety of nationally important issues. this research aims to explain the extent and impact of these strategic communications campaigns. to do this, the project: (1) maps which organizations participate in specific national issue debates; (2) conducts an extended analysis of communications tools and tactics used in public contexts for purposes of influence; and (3) examines the viewpoints and motivations guiding the actors who carry out these activities. the project considers the political contests and the coordination of resources among a wide variety of actors, including corporations, trade associations, research institutes, regulatory bodies, advocacy organizations, and governmental and non-governmental organizations over a 27-year period from 1988-2015. this research supports efforts to increase the role of the behavioral sciences in the federal government's policy development and implementation. this research informs policy makers about the complex processes of interaction that are part of the design and development of policy, and thus contribute to policy makers' ability to better engage businesses and the public in the development and implementation of government policy. it also contributes to multiple areas of research in sociology, political science and media studies. the overall objective of this research is to critically inquire into the extent, influence, and impact of professional advocacy campaigns on debates in the public sphere. the research will explain the extent and impact of strategic communications campaigns on political and public responses to specific policy efforts. to achieve this goal, the project maps the organization of one specific public policy area and analyzes the factors that influence its shape over time. the researchers conduct an extended analysis of communications tools and tactics used in public contexts for purposes of influence. the researchers also carry out extended field observations and interviews to develop a situated understanding of the viewpoints, motivations, and schemes guiding the actors who carry out these activities. combining methods from sociology and communication studies, the researchers will (a) apply a macro-level network analysis to map which organizations have been featured in this issue arena between 1988 and 2015, what functions they serve, and how media and government forums help to establish each organization's level of prominence and legitimacy; (b) gather organizational characteristics to define and analyze the factors that drive the nature, extent, and impact of professional advocacy in this issue area (meso-level analysis); (c) conduct semi-structured interviews and observations at major industry events to assess the motives and rationales of the actors who create information and influence campaigns in this issue arena (micro-level analysis). the research contributes to understanding how social networks and institutional arrangements shape participants' understandings and thinking about policy issues. the research can assist scholars, policy advocates, and policymakers in developing better communications strategies that target particular publics and lead to more efficacious policy development."
Collaborative Research: Using Web Data to Study Campaigns and Representation,"electoral campaigns are a defining feature of democratic polities-they influence voters' choices and set expectations for how elected representatives will serve their constituents. yet, studying campaigns and their effects is difficult. this is particularly true when it comes to situations where numerous elections are taking place in a single country at one time. in this project, the pis build on data that have been collected since 2002, analyzing large samples of candidate websites and conducting surveys of candidate campaigns. these data provide a holistic picture of a wide range of campaigns-both winners and losers-and offer scholars and citizens the ability to assess what campaigns do, why they do it, and how it might relate to subsequent governing. the intellectual merit to the project is that the data will allow scholars and citizens access to unprecedented data about how those looking to represent the populace behave and the type of discourse they employ. the broader impact is that the enhanced understanding of campaigns that these data will provide will enable practitioners to identify sources of political change and discuss reforms that could ultimately improve campaign quality. the project also will involve students who will learn how to conduct research and be able to use the data in their own work. in the united states, citizens choose their representatives in part based on campaigns. yet, campaigns are difficult to study as they involve so many candidates, many of whom run relatively low-cost, small campaigns. one way to obtain a representative sample of campaign discourse is to rely on candidate websites since virtually all candidates have websites. websites also are ideal insofar as campaigns view them as holistic portraits of messages aimed at voters. since 2002, the pis have coded campaign websites and conducted surveys of campaigns. the result is an unprecedented data set of campaign behavior over-time. in this project, the pis will extend that data into the upcoming election, which is of particular interest given increased affective polarization and incivility, and the nationalization of elections. the intellectual merit to the project is that it will allow scholars and citizens access to data about how those looking to represent the populace behave and the type of discourse they employ. further, it will enable scholars to track the evolution of the internet and technology over time, and test theories of campaigns and their effects on voters and representatives."
Collaborative Research: Video Communication Technologies in Survey Data Collection,"this research project will examine data quality, participation, respondent experience, and costs in two promising but not yet widely deployed survey modes that use off-the-shelf video technology and are less costly than face to face (ftf) interviews: video-mediated (vm) interviews (live two-way communication via platforms like skype) and video self-administered (vs) interviews, in which video-recorded interviewers ask the questions and respondents answer by typing or clicking. this project will compare these measures of data quality and costs in vm and vs interviews carried out by the same professional interviewers and in conventional online (textual) self-administered questionnaires, asking the same survey questions to members of a representative sample who are randomly assigned to one of these three modes. because vm is synchronous and ""live"" like face-to-face (ftf) interviewing, and vs is asynchronous and recorded but still projects a human face, the project's comparisons will provide new insights regarding how these decomposable aspects of human contact affect behavior and experience in surveys. the project's results will reveal the extent to which, and for whom, less costly interaction (live but remote vs. recorded) with an interviewer promotes engagement and data quality comparable to what is found in similar ftf interviews. more generally, the findings will address when and in what ways modern communication modes that reduce social presence and are less personal might be equal to or even more effective than ftf interaction. findings from this project will provide valuable information relevant to the future of survey measurement and will be of interest to survey researchers in the federal statistical system and other survey organizations. even as survey data continue to be central to public policy and decision-making, survey measurement is challenged by declining response rates, increasing costs, declining trust in survey organizations, and rapidly changing communication habits among the public. understanding how video technologies could fit into the future of survey data collection is important both because it may meet potential respondents ""where they live"" and because it may provide a significantly lower cost alternative to ftf interviewing. there is even the potential to reach some members of the public whose location makes ftf interviewing difficult or expensive, but who may well be able to participate in a video interview (e.g., people who live in remote rural areas or members of the military deployed overseas). in comparing data quality across these three survey modes, the project will quantify participation rates, connectivity problems, respondent compliance with the video interviewing protocol, conscientious responding (giving precise answers to numerical questions, thoughtfully differentiating answers), and disclosure of sensitive information. the project will measure the potential impact of individual interviewers, feelings of engagement with the interview, rapport with the interviewer, and respondent satisfaction. the project also will allow assessment of data collection costs across these modes. access to and use of video technologies are not universal, and even among those with access some are willing to engage in video interaction while others are reluctant. the project will begin to address whether and how the effects of video technologies on survey data collection differ for participants with different levels of prior experience and preference for using the technologies."
Collaborative Research: Deep Inference - Artificial Intelligence for Structural Estimation,"in order to evaluate the effect of economic policies such as extended health care coverage or changes in the minimum wage, economists use structural models which powerfully describe the mechanism at work, but estimating structural models is typically challenging. a main tool for estimating such structural models is inference via simulation. for different parametrizations of the model, synthetic data is generated via the model, and the parameters generating data that most closely resembles observed data are used as estimates. recent modern artificial intelligence methods such as deep learning for image recognition are based on this same principle. these methods have been achieving impressive results over the past years. therefore, this research takes advantage of such powerful tools in modern pattern recognition for structural estimation in economics. this research considers a set-up where individual outcomes are a known function of exogenous variables and an error whose distribution is known up to a finite dimensional vector of parameters. the goal is to estimate the finite dimensional parameter. the investigators adopt the generative adversarial network approach (gans) to find the parameter value such that given a discriminator, a device that can accurately distinguish data generated using the model from real data, is unable to do so when the data is generated according to such parameter value. the method developed in this research differs from other simulation-based minimum distance estimators in that the distance is adaptive. that is, the discriminator learns the features of the data that are best at distinguishing real from synthetic data as opposed to hard-coding what features of the data to match. this adaptability property has proven powerful in pattern recognition tasks. in structural estimation, adaptability can translate into alleviating the curse of dimensionality, and obtaining parameters that are able to more closely match entire distributions of data, as opposed to a set of pre-specified moments. this estimation framework should be useful in applications were distributional effects and heterogeneity are first order to evaluate the effect of a particular policy."
Collaborative Research: State Variation in Mass Incarceration Reforms,"after years of increasing incarceration in the united states, recently many states have passed reforms aimed at reducing their prison populations. however, not all states have embraced reform of their incarceration rates and policies. this project will examine what has led some states but not others to initiate new policies that could reduce rates of imprisonment. consequently, this project takes advantage of the shift in national context and the new variation in state level reforms to assess how states create or impede significant reforms of their incarceration policies. the project will examine legislative incarceration reform efforts in several states between 2000 and 2016. to do so, the project will use a paired case study comparison design. three sets of state-pairs in different geographical regions will be matched on theoretically relevant variables known to correlate with penal policy and incarceration rates. the matched state-pairs design allows for variation in extent of reform. data for the project will include archival and legislative documents, media content, and interviews. de-identified data from the project will be made publicly available. in this way, the project will help determine why some states have enacted incarceration reform, while others have been impeded in doing so. the project also will help identify effective strategies, resources, and processes with the most potential to better understand unnecessary incarceration within different state contexts."
Collaborative Research:  Empirical Models of Supracompetitive Pricing in Differentiated Products Markets,"this research studies the magnitude and determinants of prices and price-cost margins, with lessons for merger enforcement and the detection of cartels. most empirical research assumes prices are determined by firms' product portfolios, the extent to which consumers view products as differentiated, and, importantly, competition based solely on current market conditions. however, when firms expect to compete in the future and have sufficiently low discount rates, threats of future price wars can support higher prices than predicted by static pricing models. this project explores this theory in two ways. first, the investigators develop and estimate a repeated game model of oligopoly price leadership. the assumptions in the model are motivated by an industry practice where one firm proposes a markup to a coalition. the model is then used to understand how mergers change pricing incentives. second, the investigators develop a test of static competition that is robust to how exactly firms set prices under the alternative hypothesis. this research illustrates both methodologies with empirical applications. this research characterizes equilibrium in the price leadership model, state conditions under which marginal costs can be recovered given data on prices, quantities, and demand estimates, and characterize conditions under which firms' implied time preferences can be identified. the investigators apply the model to the u.s. brewing industry and study how the miller/coors joint venture changed pricing incentives. the test for static nash competition takes into account product differentiation and multi-product ownership by individual firms. this test is applied to the u.s. canned tuna market, where two of the three largest firms recently plead guilty to price fixing. this research shows how the framework can be used to i) date cartel operations, ii) distinguish cartel participants from firms that are simply pricing optimally given its competitors are colluding and iii) study the effectiveness of the cartel by comparing observed prices and variable profits to those that arise in nash-bertrand equilibrium and under joint profit maximization."
"Collaborative Research: Railroads and the Growth of American Manufacturing: Evidence from Complete Counts of the Census of Manufacturing in 1850, 1860, 1870, and 1880","manufacturing in the united states rose to global economic prominence in the 19th century along with the spread of the national railroad network. this research examines the impacts of railroad network expansion on manufacturing productivity growth, using data from the united states census of manufacturers. the united states census of manufacturers collected detailed information on every manufacturing establishment in the country in 1850, 1860, 1870, and 1880. the investigators are collecting these establishment-level data and assembling digital images of the handwritten census manuscript pages. the investigators are then entering these data to be made publicly available for use by others and for their own research on the development of american manufacturing. the preliminary analysis from this research, using county-by-industry tabulations of the census of manufacturers data, suggests that an expanding railroad network led to substantial economic gains by increasing manufacturing activity in productive areas that were less accessible by natural waterways. these preliminary estimates suggest a central role for transportation infrastructure in supporting economic growth. the investigators extend this analysis to draw in important ways on the new establishment-level data from the census of manufacturers, allowing for impacts of expanded access to markets on firm markups. this research further estimates the impacts of improved access to markets on firm technical efficiency, as innovation incentives may increase along with the extent of the market. the investigators also explore the efficiency of allocation of resources across firms in this period, in contrast to the modern united states and modern developing countries, and estimate whether the efficiency of allocation of resources across firms improved with increases in market connectedness."
"Collaborative Research:  Railroads and the Growth of American Manufacturing:  Evidence from Complete Counts of the Census of Manufacturing in 1850, 1860, 1870, and 1880","manufacturing in the united states rose to global economic prominence in the 19th century along with the spread of the national railroad network. this research examines the impacts of railroad network expansion on manufacturing productivity growth, using data from the united states census of manufacturers. the united states census of manufacturers collected detailed information on every manufacturing establishment in the country in 1850, 1860, 1870, and 1880. the investigators are collecting these establishment-level data and assembling digital images of the handwritten census manuscript pages. the investigators are then entering these data to be made publicly available for use by others and for their own research on the development of american manufacturing. the preliminary analysis from this research, using county-by-industry tabulations of the census of manufacturers data, suggests that an expanding railroad network led to substantial economic gains by increasing manufacturing activity in productive areas that were less accessible by natural waterways. these preliminary estimates suggest a central role for transportation infrastructure in supporting economic growth. the investigators extend this analysis to draw in important ways on the new establishment-level data from the census of manufacturers, allowing for impacts of expanded access to markets on firm markups. this research further estimates the impacts of improved access to markets on firm technical efficiency, as innovation incentives may increase along with the extent of the market. the investigators also explore the efficiency of allocation of resources across firms in this period, in contrast to the modern united states and modern developing countries, and estimate whether the efficiency of allocation of resources across firms improved with increases in market connectedness."
Collaborative Research: Empirical Models of Supracompetitive Pricing in Differentiated Products Markets,"this research studies the magnitude and determinants of prices and price-cost margins, with lessons for merger enforcement and the detection of cartels. most empirical research assumes prices are determined by firms' product portfolios, the extent to which consumers view products as differentiated, and, importantly, competition based solely on current market conditions. however, when firms expect to compete in the future and have sufficiently low discount rates, threats of future price wars can support higher prices than predicted by static pricing models. this project explores this theory in two ways. first, the investigators develop and estimate a repeated game model of oligopoly price leadership. the assumptions in the model are motivated by an industry practice where one firm proposes a markup to a coalition. the model is then used to understand how mergers change pricing incentives. second, the investigators develop a test of static competition that is robust to how exactly firms set prices under the alternative hypothesis. this research illustrates both methodologies with empirical applications. this research characterizes equilibrium in the price leadership model, state conditions under which marginal costs can be recovered given data on prices, quantities, and demand estimates, and characterize conditions under which firms' implied time preferences can be identified. the investigators apply the model to the u.s. brewing industry and study how the miller/coors joint venture changed pricing incentives. the test for static nash competition takes into account product differentiation and multi-product ownership by individual firms. this test is applied to the u.s. canned tuna market, where two of the three largest firms recently plead guilty to price fixing. this research shows how the framework can be used to i) date cartel operations, ii) distinguish cartel participants from firms that are simply pricing optimally given its competitors are colluding and iii) study the effectiveness of the cartel by comparing observed prices and variable profits to those that arise in nash-bertrand equilibrium and under joint profit maximization."
Collaborative Research: How Policy Affects Power Plants in an Age of Experimentalist Governance,"this project tests the effects of various policies on the emissions and water usage of power plants. in addition, it investigates how the effectiveness of these policies is affected by countries' income distribution, entrepreneurial activity, government centralization, and concentration of utility assets. this study uses data compiled by the iea and the world resources institute. findings from this project promise to advance the field of policy research and especially our understanding of consequences of the rapid diffusion of policy instruments around the world. by determining how national conditions such as entrepreneurial activity weaken or strengthen the potency of policies, results also can aid government decisions about which evidence-based programs are best suited for promoting a particular nation's health and welfare. data for this project comes from merging the wri's newly created power watch dataset on the emissions and water usage of over 20,000 power plants in 190 countries (2004 to 2014) with the iea's database on domestic policies. the following hypotheses are tested: 1) policies are more likely to decrease emissions in countries with less inequality, 2) policies are more effective in settings that strongly support entrepreneurial activity, 3) policies on use and policies on effects work less well together within moderately centralized governance systems, and 4) policies are more apt to increase the emissions and water consumption of plants when the plants are owned by companies that dominate domestic electricity markets. this project provides new evidence on the effectiveness of individual policies, but also sheds light on their trade-offs and the circumstances under which they are more and less compatible."
Collaborative Research: Robust Inference and Computational Methods for Optimal Values of Nonlinear Programs,"empirical research in the social sciences often entails estimating and drawing robust inference about optimal values of nonlinear programs. examples include, but are not limited to, the analysis of causal effects of economic policies; features of the distribution of counterfactual outcomes (e.g. optimal reserve prices and optimal revenues) under weak assumptions; counterfactual vote shares and seats assignments; welfare effects of policy interventions; demand extrapolation and welfare analysis subject to rationality constraints; maximum and minimum responses to monetary policies. this research aims at establishing a general, formal framework and providing a methodology for estimation and robust inference on optimal values of nonlinear programs under weak restrictions on the underlying process that has generated the observable data. recognizing that the computational feasibility of the method is crucial for its applicability and usefulness for empirical researchers and society more broadly, the investigators deliver algorithms for computation of the proposed estimators and robust confidence intervals. this research also delivers a collection of portable computer programs implementing the methodology that will be shared with the community openly and free of charges or restrictions. this research aims at developing robust inference procedures and computational methods for parameters in econometric models that are characterized as optimal values of nonlinear programs. making inference on such functionals is nontrivial because subtle features of the underlying optimization problem may affect inference. for example, the optimal solution may not be unique, may be unique but only weakly identified, or may be characterized by intricate constraints. due to these challenging features, existing methods often impose assumptions such as constraint qualifications on the underlying optimization problem. these are hard to verify in practice. this research aims at developing inference methods that place very little structure on the optimization problem. further, the project aims at developing and investigating the convergence properties of a computational method that can be used to implement the procedure. nonlinear programs often involve black-box functions that are computed by simulation or by solving a complex structural model. the algorithm developed in this project, which is based on the response surface method, mitigates the computational cost by constructing flexible approximations to such functions and adaptively drawing evaluation points to regions that are highly relevant for finding the optimal value."
Collaborative Research: Establishing Norms of Data Ethics in Citizen Science,"citizen science refers to a broad spectrum of ways in which scientists and members of the public collaborate in scientific discovery. though the phrase ?citizen science? is relatively new, members of the lay public have been involved in with citizen science activities for centuries. nevertheless, the current scale and rate of growth of citizen science, often mediated by digital communication technology, is a new phenomenon. millions of people globally contribute to science through citizen science projects, often facilitated by mobile phones equipped with gps, apps, and cameras. increasing numbers of teachers and youth educators are introducing citizen science to children, and increasing numbers of professional scientists and research institutions are incorporating citizen science into their research programs. citizen science has been rapidly spreading around the world and across disciplines. it is typically funded outside traditional institutions and conducted without the traditional regulatory oversight mechanisms that exist in institutions such as universities. this project will address these issues and the resulting ethics gap within citizen science. the project will focus on an issue common across nearly all citizen science projects - voluntary data collection and use, which presents an important ethical tension between confidentiality and openness. this research will involve: (1) identifying and encouraging ethical research by citizen scientists; and (2) building capacity within the citizen science association to establish and maintain an ethical framework for this newly emerging form of organizing science work. the project is organized around a three stage, mixed-methods research design to investigate current and ideal ethical practices in citizen science and to use human-centered methodology to create an ethical culture of citizen science through collaboration with the citizen science association. these outcomes will be achieved by: (1) creating an inventory and typology of data collection practices; (2) employing a mixture of surveys, interviews, and focus groups to determine the views of practitioners and volunteer data collectors on the ethics of data collection and management; (3) creating a guide for best ethical data practices; (4) disseminating tools for ethical practices in data science; and (5) assessing the use and efficacy of these tools and best practice trough the creation and dissemination of a quantitative survey of the ethical culture of the citizen science association."
Collaborative Research: Participatory Technology Assessment and Cultures of Expertise,"this award supports a research project that studies efforts to democratize expertise in the context of federal agency decision-making. it investigates whether and how participatory technology assessments have change expert cultures at nasa, noaa, and doe. very little is known about how participatory technology assessments, which are public engagement exercises where different stakeholder groups (including citizen organizations, state systems, and non-government agencies) interact with technical scientist and technical expert groups, impact agency decision-making processes and the ways that technical experts think about lay citizens. the case studies of federal government agencies and their participatory technology assessment practices that are to be developed in this project have the potential to inform how numerous types of technical experts plan and implement such assessments in practice; it will result in practical lessons learned for improving future collaborations. beyond academic publications and conference presentations, the results of this study will be used to develop a best practices handbook for effective collaboration between boundary organizations that specialize in public engagement and government agencies. results will be presented at the arizona state consortium for science policy outcomes seminar series in washington, dc, which has a long history of engaging local and federal agencies, ngos, and academics interested in the practical application of research. this research project will use a combination of in-depth interviews and document analysis to assess whether and how participatory technology assessments lead to reflexive changes in expert views on public input and knowledge, including how experts perceive and implement public engagement practices in decision making. the research team has access to technical expert decision-makers in the u.s. federal government context. as a result, the study will be able to address fundamental knowledge gaps in the public engagement and expertise literature. it will provide a comparative, applied account of federal agency expert reflections on their participation in the adoption, framing, and implementation of participatory technology assessment and the integration of assessment results into decision-making processes. it will bring to light how particular federal agency experts and expert groups are influenced by and challenge the assessment process, and it will explore the extent to which such assessments serve the role of a reflexive learning device for technical expert decision-makers. it may also serve to substantiate existing theories in the public engagement and expertise literature that merely postulates improvements in decision making processes and techno-scientific cultural change through public engagement exercises."
Collaborative Research: Participatory Technology Assessment and Cultures of Expertise in the U.S. Federal Government,"this award supports a research project that studies efforts to democratize expertise in the context of federal agency decision-making. it investigates whether and how participatory technology assessments have change expert cultures at nasa, noaa, and doe. very little is known about how participatory technology assessments, which are public engagement exercises where different stakeholder groups (including citizen organizations, state systems, and non-government agencies) interact with technical scientist and technical expert groups, impact agency decision-making processes and the ways that technical experts think about lay citizens. the case studies of federal government agencies and their participatory technology assessment practices that are to be developed in this project have the potential to inform how numerous types of technical experts plan and implement such assessments in practice; it will result in practical lessons learned for improving future collaborations. beyond academic publications and conference presentations, the results of this study will be used to develop a best practices handbook for effective collaboration between boundary organizations that specialize in public engagement and government agencies. results will be presented at the arizona state consortium for science policy outcomes seminar series in washington, dc, which has a long history of engaging local and federal agencies, ngos, and academics interested in the practical application of research. this research project will use a combination of in-depth interviews and document analysis to assess whether and how participatory technology assessments lead to reflexive changes in expert views on public input and knowledge, including how experts perceive and implement public engagement practices in decision making. the research team has access to technical expert decision-makers in the u.s. federal government context. as a result, the study will be able to address fundamental knowledge gaps in the public engagement and expertise literature. it will provide a comparative, applied account of federal agency expert reflections on their participation in the adoption, framing, and implementation of participatory technology assessment and the integration of assessment results into decision-making processes. it will bring to light how particular federal agency experts and expert groups are influenced by and challenge the assessment process, and it will explore the extent to which such assessments serve the role of a reflexive learning device for technical expert decision-makers. it may also serve to substantiate existing theories in the public engagement and expertise literature that merely postulates improvements in decision making processes and techno-scientific cultural change through public engagement exercises."
